Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
July 31 2019,Fresno,CA,Passenger,1,0,1,204,205,0.49
March 31 2023,Yuba,CA,Passenger,1,0,1,54,55,1.82
July 31 2017,Riverside,CA,Passenger,1,1,2,803,805,0.25
October 31 2024,Solano,CA,Passenger,5,0,5,127,132,3.79
January 31 2024,Solano,CA,Passenger,5,0,5,144,149,3.36
January 31 2023,San Luis Obispo,CA,Passenger,1,1,2,59,61,3.28
July 31 2024,Kings,CA,Passenger,3,1,4,222,226,1.77
September 30 2021,Ventura,CA,Passenger,1,4,5,281,286,1.75
May 31 2020,San Francisco,CA,Passenger,1,2,3,103,106,2.83
April 30 2021,San Bernardino,CA,Passenger,1,0,1,406,407,0.25
January 31 2020,San Mateo,CA,Passenger,1,1,2,131,133,1.5
August 31 2023,Monterey,CA,Passenger,0,3,3,126,129,2.33
February 29 2020,Ventura,CA,Passenger,0,2,2,316,318,0.63
January 31 2019,Lake,CA,Passenger,0,1,1,12,13,7.69
February 28 2018,Monterey,CA,Passenger,0,2,2,200,202,0.99
July 31 2022,Solano,CA,Passenger,1,0,1,168,169,0.59
February 28 2023,Shasta,CA,Passenger,1,0,1,30,31,3.23
June 30 2019,San Francisco,CA,Passenger,2,2,4,110,114,3.51
November 30 2019,San Mateo,CA,Passenger,1,1,2,134,136,1.47
October 31 2017,Ventura,CA,Passenger,0,1,1,352,353,0.28
November 30 2021,Fresno,CA,Passenger,1,0,1,182,183,0.55
November 30 2018,Los Angeles,CA,Passenger,5,5,10,1156,1166,0.86
July 31 2022,Sacramento,CA,Passenger,2,1,3,244,247,1.21
June 30 2019,Santa Cruz,CA,Passenger,1,0,1,43,44,2.27
May 31 2024,Sonoma,CA,Passenger,2,1,3,61,64,4.69
September 30 2023,Riverside,CA,Passenger,8,0,8,412,420,1.9
July 31 2019,Placer,CA,Passenger,1,0,1,109,110,0.91
November 30 2018,San Diego,CA,Passenger,9,3,12,2578,2590,0.46
November 30 2020,Fresno,CA,Passenger,1,0,1,195,196,0.51
March 31 2020,Sacramento,CA,Passenger,1,1,2,293,295,0.68
February 28 2018,Alameda,CA,Passenger,0,1,1,369,370,0.27
February 29 2024,Yuba,CA,Passenger,1,0,1,46,47,2.13
November 30 2020,Placer,CA,Passenger,2,0,2,94,96,2.08
December 31 2023,San Benito,CA,Passenger,1,0,1,6,7,14.29
January 31 2019,Shasta,CA,Passenger,1,0,1,43,44,2.27
April 30 2020,Monterey,CA,Passenger,0,1,1,186,187,0.53
January 31 2022,Fresno,CA,Passenger,1,0,1,181,182,0.55
April 30 2020,Riverside,CA,Passenger,4,1,5,658,663,0.75
March 31 2022,San Mateo,CA,Passenger,3,0,3,97,100,3.0
May 31 2024,Placer,CA,Passenger,2,0,2,62,64,3.12
August 31 2021,Alameda,CA,Passenger,6,0,6,247,253,2.37
January 31 2023,Solano,CA,Passenger,4,1,5,160,165,3.03
May 31 2019,Solano,CA,Passenger,1,0,1,219,220,0.45
April 30 2024,Yolo,CA,Passenger,3,0,3,22,25,12.0
May 31 2021,Riverside,CA,Passenger,6,0,6,596,602,1.0
December 31 2018,Santa Cruz,CA,Passenger,1,0,1,43,44,2.27
January 31 2021,Alameda,CA,Passenger,4,0,4,280,284,1.41
August 31 2018,San Diego,CA,Passenger,8,3,11,2579,2590,0.42
November 30 2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67
July 31 2024,San Mateo,CA,Passenger,3,0,3,54,57,5.26
March 31 2018,Orange,CA,Passenger,3,1,4,595,599,0.67
August 31 2022,San Francisco,CA,Passenger,2,0,2,93,95,2.11
May 31 2018,Riverside,CA,Passenger,2,2,4,722,726,0.55
August 31 2018,Riverside,CA,Passenger,2,2,4,713,717,0.56
October 31 2017,Los Angeles,CA,Passenger,4,2,6,1256,1262,0.48
February 28 2018,Marin,CA,Passenger,1,0,1,56,57,1.75
April 30 2024,Marin,CA,Passenger,2,1,3,33,36,8.33
February 29 2020,Riverside,CA,Passenger,4,1,5,671,676,0.74
December 31 2020,Santa Clara,CA,Passenger,9,2,11,290,301,3.65
October 31 2020,Fresno,CA,Passenger,1,0,1,199,200,0.5
January 31 2017,Santa Clara,CA,Passenger,5,3,8,472,480,1.67
September 30 2017,Los Angeles,CA,Passenger,4,2,6,1270,1276,0.47
July 31 2024,Monterey,CA,Truck,1,0,1,26,27,3.7
January 31 2023,San Francisco,CA,Passenger,3,0,3,81,84,3.57
February 28 2019,Ventura,CA,Passenger,0,2,2,329,331,0.6
October 31 2023,Sacramento,CA,Truck,1,0,1,33,34,2.94
September 30 2023,San Bernardino,CA,Passenger,3,1,4,321,325,1.23
November 30 2018,Santa Clara,CA,Passenger,8,1,9,386,395,2.28
February 29 2024,San Benito,CA,Passenger,1,0,1,6,7,14.29
September 30 2019,San Diego,CA,Passenger,11,4,15,2763,2778,0.54
July 31 2021,Santa Clara,CA,Passenger,11,2,13,279,292,4.45
November 30 2024,Yolo,CA,Passenger,2,0,2,21,23,8.7
May 31 2020,Riverside,CA,Passenger,4,1,5,654,659,0.76
February 28 2023,San Francisco,CA,Passenger,3,0,3,80,83,3.61
February 28 2023,San Mateo,CA,Passenger,2,0,2,89,91,2.2
February 29 2024,San Diego,CA,Truck,1,0,1,425,426,0.23
November 30 2022,Santa Clara,CA,Passenger,16,5,21,249,270,7.78
August 31 2018,Lake,CA,Passenger,0,1,1,10,11,9.09
June 30 2019,Placer,CA,Passenger,1,0,1,113,114,0.88
June 30 2024,Santa Clara,CA,Passenger,12,3,15,155,170,8.82
April 30 2023,Sacramento,CA,Truck,1,0,1,35,36,2.78
September 30 2019,Lake,CA,Passenger,0,1,1,11,12,8.33
June 30 2023,Contra Costa,CA,Passenger,1,3,4,179,183,2.19
September 30 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
February 28 2022,Orange,CA,Passenger,6,3,9,439,448,2.01
November 30 2017,San Diego,CA,Passenger,5,2,7,2598,2605,0.27
June 30 2019,Ventura,CA,Passenger,0,2,2,330,332,0.6
February 28 2023,Yuba,CA,Passenger,1,0,1,57,58,1.72
February 28 2022,Fresno,CA,Passenger,1,0,1,179,180,0.56
June 30 2021,Monterey,CA,Passenger,0,2,2,163,165,1.21
June 30 2024,Yolo,CA,Passenger,3,0,3,23,26,11.54
November 30 2023,Marin,CA,Passenger,2,1,3,31,34,8.82
August 31 2024,Sacramento,CA,Truck,1,0,1,29,30,3.33
October 31 2018,Alameda,CA,Passenger,0,2,2,347,349,0.57
June 30 2023,Riverside,CA,Passenger,9,0,9,437,446,2.02
September 30 2020,San Mateo,CA,Passenger,1,1,2,124,126,1.59
July 31 2021,Los Angeles,CA,Passenger,9,10,19,949,968,1.96
May 31 2019,Contra Costa,CA,Passenger,2,1,3,375,378,0.79
February 28 2023,Orange,CA,Passenger,11,3,14,399,413,3.39
October 31 2021,San Mateo,CA,Passenger,3,0,3,104,107,2.8
September 30 2021,Kings,CA,Passenger,1,0,1,323,324,0.31
December 31 2018,Orange,CA,Passenger,6,2,8,562,570,1.4
August 31 2023,Santa Clara,CA,Passenger,18,4,22,205,227,9.69
November 30 2019,San Diego,CA,Passenger,10,4,14,2800,2814,0.5
October 31 2023,San Bernardino,CA,Passenger,4,1,5,317,322,1.55
July 31 2021,Santa Cruz,CA,Passenger,1,0,1,26,27,3.7
August 31 2022,El Dorado,CA,Passenger,1,0,1,27,28,3.57
July 31 2024,Orange,CA,Passenger,5,1,6,278,284,2.11
June 30 2021,Contra Costa,CA,Passenger,2,3,5,254,259,1.93
August 31 2022,Riverside,CA,Passenger,9,0,9,506,515,1.75
June 30 2018,Ventura,CA,Passenger,0,2,2,339,341,0.59
November 30 2021,Santa Clara,CA,Passenger,11,3,14,279,293,4.78
October 31 2024,Kern,CA,Passenger,1,1,2,132,134,1.49
May 31 2019,Los Angeles,CA,Passenger,6,5,11,1136,1147,0.96
October 31 2021,Riverside,CA,Passenger,7,0,7,572,579,1.21
March 31 2017,Marin,CA,Passenger,1,0,1,61,62,1.61
May 31 2018,Marin,CA,Passenger,1,0,1,58,59,1.69
April 30 2019,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
August 31 2023,San Diego,CA,Truck,1,0,1,447,448,0.22
November 30 2020,San Diego,CA,Passenger,15,2,17,2732,2749,0.62
February 28 2022,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
February 28 2023,San Bernardino,CA,Passenger,3,1,4,341,345,1.16
January 31 2024,San Luis Obispo,CA,Passenger,1,1,2,44,46,4.35
September 30 2024,Marin,CA,Passenger,2,1,3,30,33,9.09
June 30 2017,Los Angeles,CA,Passenger,2,1,3,1328,1331,0.23
November 30 2023,Kern,CA,Passenger,1,1,2,168,170,1.18
February 29 2020,Sacramento,CA,Passenger,1,1,2,299,301,0.66
October 31 2021,San Joaquin,CA,Passenger,0,1,1,109,110,0.91
August 31 2020,Riverside,CA,Passenger,4,0,4,640,644,0.62
December 31 2023,Yolo,CA,Passenger,3,0,3,24,27,11.11
March 31 2021,Placer,CA,Passenger,2,0,2,90,92,2.17
August 31 2020,Orange,CA,Passenger,7,2,9,511,520,1.73
September 30 2021,Fresno,CA,Passenger,1,0,1,187,188,0.53
February 29 2024,Sacramento,CA,Truck,1,0,1,31,32,3.12
April 30 2020,Solano,CA,Passenger,1,0,1,216,217,0.46
June 30 2023,Yuba,CA,Passenger,1,0,1,52,53,1.89
February 28 2017,Ventura,CA,Passenger,0,2,2,390,392,0.51
January 31 2024,Contra Costa,CA,Passenger,2,1,3,159,162,1.85
April 30 2024,Los Angeles,CA,Passenger,11,2,13,576,589,2.21
January 31 2022,Placer,CA,Passenger,2,0,2,85,87,2.3
January 31 2019,Los Angeles,CA,Passenger,5,5,10,1132,1142,0.88
May 31 2024,San Mateo,CA,Passenger,3,0,3,59,62,4.84
September 30 2024,Fresno,CA,Passenger,0,1,1,113,114,0.88
July 31 2021,San Francisco,CA,Passenger,1,2,3,101,104,2.88
December 31 2020,Orange,CA,Passenger,5,3,8,486,494,1.62
September 30 2024,Marin,CA,Truck,1,0,1,4,5,20.0
October 31 2021,Sonoma,CA,Passenger,0,1,1,95,96,1.04
November 30 2017,Santa Clara,CA,Passenger,7,1,8,395,403,1.99
October 31 2020,Riverside,CA,Passenger,5,0,5,633,638,0.78
February 29 2020,Monterey,CA,Passenger,0,1,1,191,192,0.52
May 31 2022,Placer,CA,Passenger,2,0,2,78,80,2.5
April 30 2017,Ventura,CA,Passenger,0,1,1,375,376,0.27
March 31 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
February 29 2024,Monterey,CA,Passenger,0,4,4,122,126,3.17
October 31 2022,Kern,CA,Passenger,1,1,2,210,212,0.94
December 31 2023,Contra Costa,CA,Passenger,1,1,2,161,163,1.23
March 31 2021,Kern,CA,Passenger,0,1,1,215,216,0.46
October 31 2023,El Dorado,CA,Passenger,2,0,2,18,20,10.0
February 28 2023,Sacramento,CA,Truck,1,0,1,39,40,2.5
October 31 2017,Sacramento,CA,Passenger,1,1,2,338,340,0.59
April 30 2024,Santa Clara,CA,Passenger,15,3,18,162,180,10.0
January 31 2021,Santa Cruz,CA,Passenger,1,0,1,30,31,3.23
December 31 2021,Ventura,CA,Passenger,2,3,5,275,280,1.79
June 30 2023,San Diego,CA,Passenger,21,7,28,2252,2280,1.23
August 31 2019,Sacramento,CA,Passenger,0,1,1,310,311,0.32
November 30 2017,Alameda,CA,Passenger,0,1,1,362,363,0.28
August 31 2023,El Dorado,CA,Passenger,1,0,1,20,21,4.76
March 31 2017,San Mateo,CA,Passenger,0,1,1,157,158,0.63
October 31 2020,Santa Clara,CA,Passenger,8,2,10,293,303,3.3
April 30 2018,Alameda,CA,Passenger,0,1,1,364,365,0.27
March 31 2023,Sacramento,CA,Truck,1,0,1,37,38,2.63
September 30 2024,San Mateo,CA,Passenger,3,0,3,50,53,5.66
June 30 2017,Riverside,CA,Passenger,1,1,2,824,826,0.24
April 30 2021,Santa Cruz,CA,Passenger,1,0,1,28,29,3.45
March 31 2024,Sacramento,CA,Truck,1,0,1,32,33,3.03
June 30 2021,Kern,CA,Passenger,0,1,1,211,212,0.47
November 30 2023,Contra Costa,CA,Passenger,1,1,2,160,162,1.23
September 30 2023,Santa Clara,CA,Passenger,18,3,21,198,219,9.59
November 30 2024,San Bernardino,CA,Passenger,2,0,2,238,240,0.83
July 31 2023,San Luis Obispo,CA,Passenger,1,1,2,49,51,3.92
February 28 2023,Marin,CA,Passenger,2,1,3,37,40,7.5
September 30 2019,Alameda,CA,Passenger,3,1,4,310,314,1.27
December 31 2022,San Luis Obispo,CA,Passenger,1,1,2,59,61,3.28
March 31 2019,Sacramento,CA,Passenger,0,1,1,307,308,0.32
September 30 2022,San Diego,CA,Passenger,22,7,29,2448,2477,1.17
September 30 2024,Riverside,CA,Passenger,4,0,4,341,345,1.16
May 31 2021,Sacramento,CA,Passenger,2,1,3,260,263,1.14
January 31 2024,Kern,CA,Passenger,1,1,2,163,165,1.21
June 30 2021,Kings,CA,Passenger,1,0,1,320,321,0.31
July 31 2021,Alameda,CA,Passenger,5,0,5,250,255,1.96
February 28 2019,Santa Cruz,CA,Passenger,1,0,1,43,44,2.27
December 31 2019,Alameda,CA,Passenger,4,1,5,309,314,1.59
September 30 2023,San Mateo,CA,Passenger,3,0,3,74,77,3.9
February 28 2019,Kern,CA,Passenger,0,1,1,233,234,0.43
September 30 2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67
January 31 2024,San Benito,CA,Passenger,1,0,1,6,7,14.29
May 31 2022,El Dorado,CA,Passenger,1,0,1,27,28,3.57
June 30 2021,San Bernardino,CA,Passenger,1,0,1,401,402,0.25
November 30 2021,San Francisco,CA,Passenger,2,2,4,105,109,3.67
March 31 2020,Kern,CA,Passenger,0,1,1,221,222,0.45
November 30 2020,Alameda,CA,Passenger,3,0,3,279,282,1.06
January 31 2022,San Bernardino,CA,Passenger,2,1,3,394,397,0.76
April 30 2019,Sacramento,CA,Passenger,0,1,1,305,306,0.33
April 30 2022,Monterey,CA,Passenger,0,3,3,149,152,1.97
November 30 2017,Lake,CA,Passenger,0,1,1,10,11,9.09
June 30 2024,Ventura,CA,Passenger,2,3,5,195,200,2.5
January 31 2022,Alameda,CA,Passenger,6,0,6,232,238,2.52
July 31 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
July 31 2022,Ventura,CA,Passenger,3,3,6,256,262,2.29
September 30 2020,Orange,CA,Passenger,6,3,9,502,511,1.76
August 31 2024,Solano,CA,Passenger,5,0,5,127,132,3.79
December 31 2019,Lake,CA,Passenger,0,1,1,12,13,7.69
March 31 2019,Orange,CA,Passenger,5,1,6,559,565,1.06
December 31 2023,Los Angeles,CA,Passenger,12,3,15,630,645,2.33
December 31 2020,Solano,CA,Passenger,1,0,1,211,212,0.47
August 31 2018,Monterey,CA,Passenger,0,1,1,191,192,0.52
February 28 2019,Orange,CA,Passenger,5,2,7,559,566,1.24
June 30 2023,Yolo,CA,Passenger,2,0,2,26,28,7.14
January 31 2023,Alameda,CA,Passenger,7,1,8,200,208,3.85
May 31 2020,Los Angeles,CA,Passenger,6,11,17,1046,1063,1.6
June 30 2022,San Bernardino,CA,Passenger,2,1,3,375,378,0.79
July 31 2024,Ventura,CA,Passenger,2,3,5,188,193,2.59
September 30 2019,Fresno,CA,Passenger,1,0,1,210,211,0.47
December 31 2020,El Dorado,CA,Passenger,1,0,1,38,39,2.56
April 30 2020,Kern,CA,Passenger,0,1,1,226,227,0.44
April 30 2022,Kings,CA,Passenger,2,1,3,316,319,0.94
March 31 2022,San Joaquin,CA,Passenger,0,1,1,103,104,0.96
August 31 2017,San Diego,CA,Passenger,6,2,8,2670,2678,0.3
November 30 2021,Monterey,CA,Passenger,0,3,3,160,163,1.84
May 31 2023,Sonoma,CA,Passenger,3,1,4,71,75,5.33
June 30 2023,Orange,CA,Passenger,9,3,12,376,388,3.09
October 31 2024,Marin,CA,Passenger,1,1,2,31,33,6.06
November 30 2020,Ventura,CA,Passenger,1,1,2,292,294,0.68
April 30 2017,Tulare,CA,Passenger,1,0,1,195,196,0.51
November 30 2024,Kings,CA,Passenger,2,1,3,213,216,1.39
May 31 2023,Sacramento,CA,Truck,1,0,1,34,35,2.86
April 30 2024,Placer,CA,Passenger,2,0,2,63,65,3.08
August 31 2022,Monterey,CA,Passenger,0,3,3,145,148,2.03
October 31 2019,Los Angeles,CA,Passenger,7,9,16,1114,1130,1.42
May 31 2017,Riverside,CA,Passenger,1,1,2,837,839,0.24
November 30 2021,San Joaquin,CA,Passenger,0,1,1,108,109,0.92
September 30 2024,Santa Clara,CA,Passenger,7,3,10,140,150,6.67
March 31 2018,San Diego,CA,Passenger,6,2,8,2571,2579,0.31
June 30 2022,Orange,CA,Passenger,7,3,10,425,435,2.3
April 30 2018,San Francisco,CA,Passenger,0,1,1,136,137,0.73
June 30 2023,Kern,CA,Passenger,1,1,2,189,191,1.05
August 31 2017,Riverside,CA,Passenger,1,2,3,785,788,0.38
March 31 2024,Santa Clara,CA,Passenger,15,3,18,168,186,9.68
April 30 2024,Contra Costa,CA,Passenger,2,1,3,141,144,2.08
March 31 2024,Placer,CA,Passenger,2,0,2,66,68,2.94
September 30 2020,Kern,CA,Passenger,0,1,1,223,224,0.45
July 31 2022,Alameda,CA,Passenger,8,2,10,212,222,4.5
December 31 2022,Orange,CA,Passenger,11,3,14,409,423,3.31
June 30 2017,Lake,CA,Passenger,0,1,1,16,17,5.88
February 28 2022,Placer,CA,Passenger,2,0,2,84,86,2.33
May 31 2021,Alameda,CA,Passenger,4,0,4,258,262,1.53
June 30 2022,Ventura,CA,Passenger,1,3,4,260,264,1.52
November 30 2021,Solano,CA,Passenger,1,0,1,184,185,0.54
April 30 2020,Alameda,CA,Passenger,3,1,4,295,299,1.34
November 30 2023,Riverside,CA,Passenger,7,0,7,400,407,1.72
October 31 2023,Santa Clara,CA,Passenger,19,3,22,194,216,10.19
August 31 2020,Santa Clara,CA,Passenger,11,2,13,294,307,4.23
March 31 2022,El Dorado,CA,Passenger,1,0,1,30,31,3.23
January 31 2021,Solano,CA,Passenger,1,0,1,204,205,0.49
January 31 2023,Santa Cruz,CA,Passenger,1,0,1,20,21,4.76
September 30 2022,San Bernardino,CA,Passenger,2,1,3,358,361,0.83
January 31 2024,Monterey,CA,Truck,1,0,1,28,29,3.45
September 30 2019,Contra Costa,CA,Passenger,2,1,3,362,365,0.82
June 30 2020,Orange,CA,Passenger,7,2,9,525,534,1.69
November 30 2023,Sacramento,CA,Truck,1,0,1,33,34,2.94
August 31 2020,Ventura,CA,Passenger,1,1,2,299,301,0.66
October 31 2024,Contra Costa,CA,Passenger,2,1,3,113,116,2.59
September 30 2018,Monterey,CA,Passenger,0,1,1,194,195,0.51
December 31 2023,Marin,CA,Truck,1,0,1,6,7,14.29
April 30 2020,Ventura,CA,Passenger,0,2,2,309,311,0.64
January 31 2021,San Francisco,CA,Passenger,1,2,3,103,106,2.83
June 30 2024,El Dorado,CA,Passenger,2,0,2,16,18,11.11
April 30 2024,San Diego,CA,Passenger,21,9,30,1939,1969,1.52
April 30 2022,Los Angeles,CA,Passenger,6,6,12,879,891,1.35
July 31 2024,Kern,CA,Passenger,1,1,2,144,146,1.37
January 31 2023,Sonoma,CA,Passenger,2,1,3,80,83,3.61
September 30 2021,Contra Costa,CA,Passenger,2,3,5,253,258,1.94
February 28 2017,Los Angeles,CA,Passenger,2,1,3,1405,1408,0.21
December 31 2022,Ventura,CA,Passenger,3,3,6,246,252,2.38
July 31 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
November 30 2022,Sacramento,CA,Passenger,2,1,3,235,238,1.26
May 31 2020,Santa Cruz,CA,Passenger,1,0,1,37,38,2.63
December 31 2018,Los Angeles,CA,Passenger,5,5,10,1138,1148,0.87
July 31 2019,Santa Clara,CA,Passenger,5,2,7,377,384,1.82
October 31 2019,Ventura,CA,Passenger,0,2,2,322,324,0.62
February 29 2020,Contra Costa,CA,Passenger,3,2,5,328,333,1.5
November 30 2019,Monterey,CA,Passenger,0,1,1,187,188,0.53
September 30 2019,San Mateo,CA,Passenger,2,1,3,131,134,2.24
February 28 2019,Riverside,CA,Passenger,2,2,4,679,683,0.59
January 31 2018,Monterey,CA,Passenger,0,2,2,202,204,0.98
May 31 2022,San Bernardino,CA,Passenger,2,1,3,375,378,0.79
January 31 2023,Marin,CA,Passenger,2,1,3,38,41,7.32
November 30 2022,Contra Costa,CA,Passenger,0,3,3,204,207,1.45
June 30 2023,Shasta,CA,Passenger,1,0,1,30,31,3.23
January 31 2021,San Mateo,CA,Passenger,2,1,3,126,129,2.33
May 31 2023,San Diego,CA,Passenger,21,7,28,2290,2318,1.21
May 31 2020,Santa Clara,CA,Passenger,10,2,12,322,334,3.59
June 30 2021,San Diego,CA,Passenger,18,4,22,2616,2638,0.83
February 28 2019,Los Angeles,CA,Passenger,4,5,9,1122,1131,0.8
August 31 2017,San Mateo,CA,Passenger,0,1,1,152,153,0.65
April 30 2023,El Dorado,CA,Passenger,1,0,1,22,23,4.35
October 31 2024,El Dorado,CA,Passenger,1,0,1,12,13,7.69
August 31 2023,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
January 31 2022,San Diego,CA,Passenger,18,5,23,2566,2589,0.89
July 31 2021,Sonoma,CA,Passenger,0,1,1,89,90,1.11
June 30 2024,Alameda,CA,Passenger,5,1,6,144,150,4.0
March 31 2024,Kern,CA,Passenger,1,1,2,158,160,1.25
January 31 2024,San Diego,CA,Passenger,20,8,28,2070,2098,1.33
August 31 2020,San Mateo,CA,Passenger,1,1,2,123,125,1.6
January 31 2022,Sacramento,CA,Passenger,1,1,2,251,253,0.79
October 31 2020,Los Angeles,CA,Passenger,8,9,17,1029,1046,1.63
June 30 2022,Santa Cruz,CA,Passenger,1,0,1,28,29,3.45
July 31 2021,Fresno,CA,Passenger,1,0,1,192,193,0.52
September 30 2023,El Dorado,CA,Passenger,1,0,1,21,22,4.55
August 31 2023,San Luis Obispo,CA,Passenger,1,1,2,48,50,4.0
May 31 2020,Ventura,CA,Passenger,1,1,2,304,306,0.65
August 31 2020,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86
June 30 2020,Monterey,CA,Passenger,0,2,2,174,176,1.14
October 31 2024,San Bernardino,CA,Passenger,2,1,3,238,241,1.24
January 31 2020,Alameda,CA,Passenger,4,1,5,303,308,1.62
August 31 2022,Kern,CA,Passenger,0,1,1,204,205,0.49
November 30 2018,Orange,CA,Passenger,5,2,7,567,574,1.22
January 31 2022,Orange,CA,Passenger,7,3,10,450,460,2.17
January 31 2020,Ventura,CA,Passenger,0,2,2,322,324,0.62
April 30 2017,Monterey,CA,Passenger,0,1,1,217,218,0.46
May 31 2023,San Joaquin,CA,Passenger,0,1,1,89,90,1.11
April 30 2017,San Diego,CA,Passenger,5,2,7,2773,2780,0.25
November 30 2020,Santa Cruz,CA,Passenger,1,0,1,32,33,3.03
March 31 2021,Santa Cruz,CA,Passenger,1,0,1,31,32,3.12
May 31 2019,Santa Clara,CA,Passenger,8,1,9,379,388,2.32
May 31 2023,Marin,CA,Passenger,2,1,3,37,40,7.5
June 30 2024,Orange,CA,Passenger,5,1,6,288,294,2.04
March 31 2019,Monterey,CA,Passenger,0,1,1,196,197,0.51
March 31 2018,Marin,CA,Passenger,1,0,1,56,57,1.75
May 31 2018,San Diego,CA,Passenger,7,2,9,2592,2601,0.35
January 31 2021,Contra Costa,CA,Passenger,3,3,6,274,280,2.14
September 30 2024,Kings,CA,Passenger,3,1,4,216,220,1.82
February 28 2023,Monterey,CA,Passenger,0,4,4,139,143,2.8
October 31 2024,Placer,CA,Passenger,3,0,3,54,57,5.26
October 31 2019,Orange,CA,Passenger,7,3,10,540,550,1.82
September 30 2023,Alameda,CA,Passenger,6,2,8,185,193,4.15
June 30 2023,El Dorado,CA,Passenger,1,0,1,21,22,4.55
June 30 2023,San Bernardino,CA,Passenger,3,1,4,328,332,1.2
June 30 2020,Kern,CA,Passenger,0,1,1,224,225,0.44
February 28 2023,Solano,CA,Passenger,4,1,5,153,158,3.16
September 30 2019,Santa Clara,CA,Passenger,6,2,8,370,378,2.12
February 28 2022,Los Angeles,CA,Passenger,7,6,13,902,915,1.42
March 31 2022,Sacramento,CA,Passenger,1,1,2,253,255,0.78
July 31 2024,San Bernardino,CA,Passenger,2,1,3,257,260,1.15
August 31 2022,Sacramento,CA,Passenger,2,1,3,242,245,1.22
June 30 2020,Solano,CA,Passenger,1,0,1,215,216,0.46
April 30 2024,Solano,CA,Passenger,5,0,5,137,142,3.52
September 30 2018,Santa Clara,CA,Passenger,8,0,8,387,395,2.03
September 30 2023,Monterey,CA,Passenger,0,3,3,123,126,2.38
June 30 2024,San Francisco,CA,Passenger,2,0,2,54,56,3.57
March 31 2023,El Dorado,CA,Passenger,1,0,1,23,24,4.17
February 28 2023,Los Angeles,CA,Passenger,5,4,9,770,779,1.16
April 30 2023,Ventura,CA,Passenger,3,3,6,244,250,2.4
September 30 2018,Sacramento,CA,Passenger,0,1,1,322,323,0.31
October 31 2022,Placer,CA,Passenger,2,0,2,76,78,2.56
November 30 2017,Ventura,CA,Passenger,0,1,1,343,344,0.29
April 30 2019,San Mateo,CA,Passenger,2,1,3,130,133,2.26
August 31 2021,San Bernardino,CA,Passenger,1,0,1,398,399,0.25
March 31 2019,Riverside,CA,Passenger,2,2,4,683,687,0.58
July 31 2020,Fresno,CA,Passenger,1,0,1,198,199,0.5
January 31 2023,Orange,CA,Passenger,11,3,14,402,416,3.37
December 31 2022,San Bernardino,CA,Passenger,2,1,3,348,351,0.85
June 30 2024,Riverside,CA,Passenger,5,0,5,362,367,1.36
October 31 2024,Alameda,CA,Passenger,4,1,5,131,136,3.68
August 31 2023,Yolo,CA,Passenger,2,0,2,27,29,6.9
August 31 2020,San Francisco,CA,Passenger,2,2,4,98,102,3.92
October 31 2023,San Benito,CA,Passenger,1,0,1,6,7,14.29
September 30 2024,Orange,CA,Passenger,5,1,6,259,265,2.26
May 31 2022,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
December 31 2021,Monterey,CA,Passenger,0,3,3,157,160,1.88
May 31 2024,Orange,CA,Passenger,6,1,7,295,302,2.32
May 31 2024,Monterey,CA,Truck,1,0,1,27,28,3.57
September 30 2017,Riverside,CA,Passenger,1,2,3,769,772,0.39
August 31 2023,Ventura,CA,Passenger,2,3,5,230,235,2.13
February 28 2022,Sonoma,CA,Passenger,0,1,1,90,91,1.1
December 31 2023,Santa Clara,CA,Passenger,18,3,21,182,203,10.34
February 29 2024,Contra Costa,CA,Passenger,2,1,3,151,154,1.95
May 31 2018,Ventura,CA,Passenger,0,1,1,332,333,0.3
July 31 2023,San Bernardino,CA,Passenger,3,1,4,325,329,1.22
August 31 2023,Yuba,CA,Passenger,1,0,1,51,52,1.92
December 31 2019,Orange,CA,Passenger,7,2,9,538,547,1.65
March 31 2023,Ventura,CA,Passenger,3,3,6,245,251,2.39
December 31 2017,San Diego,CA,Passenger,6,2,8,2575,2583,0.31
August 31 2024,Los Angeles,CA,Passenger,10,2,12,487,499,2.4
November 30 2017,Marin,CA,Passenger,1,0,1,57,58,1.72
July 31 2019,Lake,CA,Passenger,0,1,1,10,11,9.09
March 31 2018,Riverside,CA,Passenger,2,2,4,722,726,0.55
November 30 2021,Sonoma,CA,Passenger,0,1,1,96,97,1.03
February 29 2020,Orange,CA,Passenger,7,2,9,534,543,1.66
April 30 2021,Sacramento,CA,Passenger,2,1,3,263,266,1.13
June 30 2021,Riverside,CA,Passenger,6,0,6,591,597,1.01
